Tên SP,Nhà sản xuất,Model,Kết nối,Kích thước,Loại switch,Giá(đ)
Bàn phím cơ không dây Leopold FC750RBT Blue Star Silent Red sw ,Leopold,T87s Pro Wireless,vừa có dây vừa không dây,362.0,cherry,3569000
Bàn phím cơ không dây Leopold FC750RBT Blue Star Red sw ,Leopold,K10,không dây,362.0,cherry,3569000
Bàn phím cơ không dây Leopold FC750RBT Blue Star Blue sw ,Leopold,E-DRA EK396W V2,có dây,362.0,cherry,3569000
Bàn phím cơ không dây Leopold FC750RBT Blue Star Brown sw ,Leopold,GD68,có dây,362.0,cherry,3569000
Bàn phím cơ không dây Leopold FC900RBT Blue Star Red sw ,Leopold,CD87HR,vừa có dây vừa không dây,442.0,cherry,3769000
Bàn phím cơ không dây Leopold FC900RBT Blue Star Blue sw ,Leopold,T87s Pro Wireless,vừa có dây vừa không dây,442.0,cherry,3769000
Bàn phím cơ Không dây Mistel Bunny X8 BT Blue sw ,Mistel,E-DRA EK396W V2,có dây,442.0,cherry,2899000
Bàn phím cơ Không dây Mistel Bunny X8 BT Red sw ,Mistel,EK398,có dây,442.0,cherry,2899000
Bàn phím cơ Không dây Mistel X8 Gloaming BT Red sw ,Mistel,E-DRA EK396W V2,vừa có dây vừa không dây,442.0,cherry,2899000
Bàn phím cơ Không dây Mistel X8 Gloaming BT Blue sw ,Mistel,Asus ROG Strix Scope NX TKL Deluxe,có dây,442.0,cherry,2899000
Bàn phím cơ Không dây Mistel X8 Gloaming BT Red Silent sw ,Mistel,CD108HR,không dây,442.0,cherry,2899000
Bàn phím cơ không dây Mistel X8 BT Glaze Blue ,Mistel,TC-3218,có dây,357.3097826086956,cherry,2899000
Bàn phím cơ không dây Mistel X8 BT Glaze Blue ,Mistel,Kailh Clione Limacina ,vừa có dây vừa không dây,357.3097826086956,cherry,2899000
Bàn phím cơ không dây Mistel X8 BT Glaze Blue ,Mistel,K10,vừa có dây vừa không dây,357.3097826086956,cherry,2899000
Bàn phím Apple Smart Folio for iPad Pro 11 ,Apple,H95S Panda 3 Mode Wireless,không dây,357.3097826086956,brown,5549000
Bàn phím Apple Magic for iPad Pro 12.9 ,Apple,D87S RGB,không dây,357.3097826086956,yellow,10089000
